,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
222,ABBDE,CACEC,ABDED,ECCBA,EDBAB,EEDBA,EDCBA,EDDBA,EECBA,ECABD,ABCDE,ABCDE,ABDEE,ABCDE,ACCCE,BABDE,EDBAA,EDCBA,EDDBA,DEDBA,EDCBA,EDCBA,BBBCE,ABCDE,ABDED,ABDED,ACDDE,DDDCA,EAACE,ECBBB,EDBAA,EDBBA
223,EDCBA,EDCBA,ECCCA,ADDCD,ABCDE,ABCCE,AACDE,AABDE,DEDBA,EDCBA,EDCBA,EDCBA,EDBBA,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ACDDD,ECCCA,DCDDA,BABDE,ABDED,DEDBA,EDCBA,EBCDA,ABCDE,AACDE,ABDEE
224,ABCDE,ABCDE,CBABE,CABDE,EDBAC,EBBCC,EDCBA,DEDBA,DEDBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,BACED,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,DAACE,ABCDE,ABCDE,ABDED,ABCDE,ECBBC,ABCDE,BABDE,EDBAD,EDBAB,ECBCA,EDBAC
225,EBBCC,EDDCA,DBDDA,EDCCA,ADDCD,ACDDD,BEECA,AEECA,ADEDB,ACDDD,BABDE,BBBCE,EDBAC,ACCCE,EDCBA,DCDDA,ABBDE,EDCBA,EDCBA,EDCBA,EECAA,EDCBA,EECAB,EBABD,ECAAD,ACCCE,BABDE,ABDED,ACEDA,EBBBB,ABCDE,DEDBA
226,DBACE,AABDE,BABDE,BABDE,ECBAB,BABEE,BACED,BACEE,EECBA,EECAB,EDCBA,EDCCA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ADEDA,EDCBA,EDCBA,ECBBB,ABCDE,ABBDE,ABCDE,BABDE,EDBBB,EBBBC,EDBAB,AACDE,ECAAD,DEDBA,BDEDA
227,ACDDE,EDCBA,EBCDA,EDCBA,EDCBA,EDDBA,ABBDE,ABDDE,ABCDE,ABCDE,ABCDE,AACDE,EDCAA,EDCBA,EDCBA,EBABD,ABCDE,EDDCA,CABDE,DEBAC,BACEE,EDCBA,EDCBA,EDCBA,EECBA,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACED,DDDCA
228,ABCDE,ABCCE,ABDEC,ADDCD,EDBBA,DEDBA,ECBBA,DEDBA,ECCCA,BABDE,ABBCE,ABCDE,ABCDE,ACEEB,CDBAD,DEDCA,ABCEE,ABCEE,AACDE,CAACE,DEDBA,EDDBA,EDCBA,EDCBA,DECAA,ABBCE,ACEDC,ABBDE,ECBBB,CCDDA,ABBDE,CECAB
229,ABBCE,CECAB,ABCDE,EDCCA,EDBBA,ECBBB,BCBBE,ABCEE,ABDDE,DDDCA,BABDE,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,ECBBB,ABCDE,ABCDE,ABDED,DECAA,ECCCA,ABCEE,ABDDE,ADDCD,EEDBA,EDBAB,ABCDE
230,ABCDE,ABCDE,ABDED,CCBBE,EBCDA,ECAAD,EDBAA,EDCBA,EEDBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,BACED,ABCEE,EDBBA,DECAB,ECCDA,EDCBA,EDCBA,EDBAA,ABCDE,ABCDE,ACCDE,BDEDA,ABCEE,BABDE,EBBCC,DEDBA,EDCBA,EDCBA
231,EDCBA,EDCBA,BACED,ABCDE,ABBCE,ACCCE,EBBCB,ABDED,DEDBA,EDCBA,EDCBA,EDCBA,EDBAC,ABCDE,ABCDE,ABCDE,EECBA,EDCBA,EDCBA,EDBAB,ABCDE,ABDDE,ABDED,EDCBA,EECAA,DEDBA,ECBAB,EDDCA,EDCBA,EDCBA,ABCDE,ABDED
232,EDCBA,ABCDE,EDCBA,DDBAC,ABCDE,EDCBA,ECAAD,ABCDE,CEDBA,EDBAA,BABDE,ABCDE,EDCBA,DACEB,ABCDE,EDCBA,ABCDE,ACCCE,EDBAD,BDECA,ABDED,CABDE,EDCBA,EDCBA,ABCDE,CEDBA,EDCBA,ABBDE,ABDED,ABDEC,EDBAB,ABDDE
233,ABCDE,BCBBE,EBABD,EDCBA,ABCDE,EDCBA,EDBAB,ACEDB,ABDED,EDCBA,ABCDE,EDBBA,EDCBA,BABDE,ACEDB,EDBAA,ABCDE,ACDDD,EDCBA,BABDE,ABCDE,ABCDE,BCEDA,EDCBA,ABCDE,EEDBA,CABCE,ABCDE,EBABD,BDEDA,BCEEA,EDCCA
234,ABCDE,EDCBA,EDCBA,EDCBA,DAACE,BBBCE,CCDDA,CECAC,ABDDE,BACDE,BBBDE,ABCDE,ABCDE,ADECA,EDCBA,ABCDE,EEDBA,DCABE,CCBBE,ACDDD,DEDBA,EDCBA,EDCBA,EDCBA,EDCAA,EDCBA,DDDCA,CCBBE,ABCDE,ABCDE,ABCDE,EEDBA
235,DBABE,BEDBA,ABCDE,ADDDC,ECABD,EDCBA,ACDEC,ECCCA,CABDE,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,DBABE,ABCDE,EBABE,AABDE,EDCBA,ABDED,ABCDE,EDCBA,EDBAB,DEDBA,ECBBC
236,ABCDE,EDCBA,EDCBA,EDCBA,EDBAB,ECBBB,BACED,AACEE,BABDE,CABDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,EDCBA,EDCBA,ABCDE,EDCBA,EECBA,EDCBA,EDCBA,EDBAB,BEDBB,EBCDB,ABDEB,ABCDE,ABCDE,ABCEE,ABCDE,EDCBA
237,EEDBA,EDCBA,ABDDE,ABCCE,AADED,CBBBE,DEDBA,BABDE,EDCBA,EDCBA,EDCBA,ECBAC,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,BBBCE,EDCBA,DBCDA,DEDBA,DEDBA,DDDCA,BABDE,ABCDE
238,EDCBA,EDCBA,ADDCD,BEDBA,CDDCA,EDCCA,DABCE,ACCDE,CDEDA,ABCDE,ADDCD,ECBBB,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,ECBBB,BBBDE,ABCDE,ABDEB,CABED,ABCDE,DEDAA,ABCDE,EECBA,ACBCE,ABCDE,ABDDE
239,BEDBA,EECBA,EBCDA,EDBBA,EBBBC,EBBBB,BBBCE,AACED,ABCDE,ABDDE,ABCDE,BACED,EBCDA,EECAA,EDCBA,ABCDE,ABCDE,ABCDE,BDEDA,CACED,CEDBA,EECBA,EDCBA,EDCBA,EDBAB,BBBCE,ABCDE,BDBAE,AACEE,BDCBE,BABDE,ACEEB
240,EDCBA,BBDEB,DABDD,CCBBE,ABDED,ACDEB,ACDDD,AACEE,DDBAD,EDCBA,EDCBA,ABCDE,ABDED,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACDDD,BABDE,CDBAE,CEDCA,DDBAD,BEDBB,EECAA,CEDBA,CECAC,BBBCE,DDDCA,DDDCA,EECAB,ABCDE
241,EDCBA,EEDBA,EECBA,CABDE,ABCDE,BABDE,ABDED,CABDE,ADDDC,EDCBA,EDCBA,EDCBA,EDCBA,CABDE,ABCDE,ABCDE,ADEDB,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,AACEE,BABEE,ABDEC,EDDBA,EDBAA,DEDBA,EDBAB,CABDE,ABCDE,ABCDE
242,ABCDE,ABCEE,EDDBA,EDCBA,EDCBA,EDCBA,EDCBA,ABBCE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,CBBBE,ECBBB,ABCDE,ABCDE,ABDDD,DEDBA,EDCBA,EDCBA,EDBBA,AACEE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDDBA,EDCBA
243,ACDDE,EDBBA,CDBAE,ECCCA,CEDBB,DDBAD,EABDC,CECAD,DABDD,DBCDB,AACDE,ABCDE,ABCDE,ABDDE,AACEE,BCEDA,EDCBA,EECAA,DDDCA,EDCBA,EDCBA,CABDE,ABCDE,CABDE,ABCDE,BABDE,DCDDA,ADCCE,CEDBA,CDDDA,CDDDA,EECAA
244,ACDDD,EDBAB,EDCBA,EDCBA,ABCDE,ABCDE,EDCBA,EDCBA,EDBBB,ABCDE,ABCDE,ACDDD,EDCBA,EDCBA,DBCDB,ABCDE,ABCEE,EDCBA,EDCBA,AACDE,CDDCA,EDCBA,CABCE,ABCDE,ABCDE,EDCBA,EBABD,ABCDE,BCEDA,EDBAB,ABCDE,DDDCA
245,EDCBA,ABCDE,EDBAB,ECABD,EDCBA,DCBBE,ABCDE,ABDEC,EDBBA,CABDE,BEDCA,ECABD,ABCDE,EDCBA,CABDE,CEDCA,ECAAD,ABDEC,BABDE,EEDBA,DCDDA,ABCDE,CEDBA,EDCBA,ABCDE,ACEDB,EDCBA,AABDE,ACEDB,ABDEC,ACEEB,ABCDE
246,DABDD,EDCBA,DECAB,BEDBB,EBCDB,EECAB,ACDDD,BADEC,AACDE,ABCDE,AACEE,ABCDE,DEDBA,EDCBA,EDCBA,ECBAC,ABCDE,ADDDC,DBABE,EDCBA,EDCBA,EDCBA,EECBA,ECBBB,EDCBA,DDBAD,EACDB,CCBBE,ABDED,DABDE,ABCDE,EEDBA
247,ABCDE,DEDAB,EDCBA,BABDE,CEDBA,EDCBA,EDCBA,ABCDE,ACDDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCAA,ABCDE,DEDBA,EDCBA,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,DDDCA,ABCDE,DDDBA,ABCDE,ABBDE,EDCBA,ABCDE,CEDCA,ACEEB,EDCBA
248,ABCDE,DCDDA,ECCCA,EDCBA,EDCBA,EBBCB,DAACE,BABDE,ABCDE,ABCDE,AACED,DEDCA,ECBBB,EECBA,BEDBC,ABCDE,ACDDD,EBCDA,ECDDA,EDCBA,EDCBA,EDCBA,ECBBB,CABCE,ABDED,ABCDE,ABBCE,ABCDE,ACCDE,ABCDE,ACDDC,EECBA
249,ABCDE,EDCBA,ACEEA,DEDBA,ADDCD,DCABE,DEDBA,CACEC,DEDAA,EBCDA,EBABD,ABCDE,ABCDE,ABCDE,BBBCE,ABCDE,EDCBA,EDCBA,EDDBA,EDCBA,EDCBA,EDBAB,AADED,ACCCE,BCEDA,ADDCD,DEDBA,ABBDE,DAACE,ECAAD,EAACD,EDCBA
250,BBBDE,ABDEB,ADECB,BABDE,EDCBA,EDCBA,AACDE,ABCDE,EDCBA,EDBAB,ECCCA,CABCE,CDDCA,EAACD,EDCBA,ABCDE,ABCDE,EDCBA,EDBAB,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDDBA,EDCBA,ABCDE,DECAB,ACDED,ABCDE,ABDEB,EDCAA
251,BDEDA,DEDBA,EDDCA,EDBBA,EECBA,BEDBA,EBABE,ABCDE,ABCCE,AACDE,ACDDD,DABDC,DEDBA,EDCBA,EECAA,EDCBA,AACDE,ABCDE,EDCBA,DBABE,EDCBA,EDCBA,EDCBA,EBBCC,ECCCA,ABCDE,CABDE,ABBCE,ABCDE,ACDDE,ECBBC,DEDBA
252,ABCDE,ABCDE,EECBA,EDCBA,EDCAA,EDCBA,EDBBA,EBBBC,ABCDE,ABCDE,ABCDE,ABDDD,EDDBA,EDCBA,EDCBA,DBABE,ECBBB,ABCDE,ABCDE,ABDED,DDDCA,EDCBA,EDCBA,EDCBA,ECBAC,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA
253,EDBAB,ACEDB,BABDE,AACEE,ECCCA,BEECA,AABDE,EDCBA,EDCBA,BABDE,ACEDA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABBDE,EECBA,ADDDD,ABDEC,EDBAC,BDEDA,ABBDE,EDBAA,ECBBA,CEDCA,BABDE
254,ABBDE,ABDEE,ABDED,ABCCE,BDECA,ADEDB,ACDEB,BDEDA,DEDBA,DDDBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCEE,ACDDE,ABCDE,EDCAA,ADEDA,ADCBD,ABDED,BDEDA,EDCCA,EDCBA
255,ABCDE,ABCDE,EDDCA,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACDDE,EDCBA,EDCBA,EDCBA,CBBCE,EDBBB,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA
256,ABCDE,ACEDC,ACDEC,EDCBA,ABDEE,EDCBA,EDCBA,ABCDE,EDCBA,EDBAB,ABCDE,ADECA,EDCBA,EDCBA,ABCDE,CDDCA,EDCBA,ABCDE,ABCDE,ABDED,EDCBA,ECAAC,DEDBA,EDCBA,AACEE,ABDED,ACEEB,DAACE,BDEDA,ABCDE,BABEE,DEDBA
257,ABCDE,ABCDE,AACDE,BABDE,CEDCA,BEDBA,ECABE,ECABC,ECCCA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,EDCBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ADDCD,BECBD,AACDE,EBACD,BABDE,ADEDA,EDBBA,EDBAA,EDBAB
258,EDCBA,EDBAB,EDCBA,DBABE,ABCDE,ABDEC,ECBCA,AABDE,EDCBA,ABCDE,EDCBA,EDCBA,ABCDE,ABCDE,BCEDA,EDCBA,EDCBA,EDCBA,ABCDE,DBABE,ABCDE,ABCDE,EDCBA,ABCDE,EDBAB,ABBCE,BDEDA,EDCBA,EDBAA,ABCDE,BABDE,ABCDE
259,AACDE,EDCBA,CEDBA,EDBBA,ABBCE,BBBCE,BACED,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,ABCEE,EDBAC,BBDEB,EDBBA,DABCE,ADDCD,EDDBA,EDCBA,EDBBB,ABCDE,ABCDE,ABDED,ECCCA,EECAA,ECCCA,EDCBA,DDDBA,BABDE,EECBA
260,AABDE,BACEE,EDBAB,EDCBA,EDCBA,ABCDE,EDCBA,EBBBC,EDDBA,ABCDE,ABCDE,EABDC,ABCDE,EDCBA,EDCBA,ABCDE,ABCDE,EDCBA,EDCBA,ABCDE,DEDBA,EDCBA,EEDBA,EDCBA,ABCDE,BBBCE,DEDBA,CABCE,ABCEE,BABDE,EAACE,EECAB
261,ABCDE,CDDDA,EECAA,EDCBA,AEDCB,ABDED,BACEE,DBACE,EABDD,EDCAA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,CABCE,ABCDE,ABCDE,ACEEB,ABCDE,BACEC,EECAB,ABCDE,EBBCC,DEDAA,DABDC,DDDCA
262,EDBAB,BBBCE,EDCBA,ABCEE,ADDCC,EDCBA,ABCDE,EDCBA,EDBAB,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,ABDEE,EDCBA,EDCBA,EDCBA,EDCBA,DCAAE,ABCDE,ECBAD,ACCDE,BEECA,DBACE,ADEDB,ABDDD,CEDCA,EDCBA,CABDE,DEDCA,ABBCE
263,DEDBA,EDDBA,ACDEC,CBDEB,ABCDE,ADDCD,AACEE,EDBAB,DBABE,DECAC,DABDE,BABEE,ABBCE,BDEDA,BABDE,BABDE,ABCDE,ABCDE,ECBBA,DCAAE,DEDBA,EDCBA,EECAB,EDCBA,DECAB,ADDCE,ABDEB,EBBCC,ECABD,CEDAB,BBBDE,ABCDE
264,EDCBA,EECAA,CDDDA,DDBAD,AACED,EDCBA,EDBAC,AACDE,ADDCC,EDBAC,EDCBA,EDDBA,BABDE,ABCDE,ABCDE,EEDBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACCCE,DDDCA,ECBBA,CBBBE,DECAB,ACCCE,EECAB,AEDBD,EBBDB,AACEE,ABDDE
265,EDCBA,EDCAA,BACED,EBBCB,BACEE,ADCBE,EBCDA,ACDDD,ECCCA,ABCDE,ABCDE,ABCDE,ABCDE,ABBCE,EBACD,EDCBA,ABBCE,ACDDD,ECBBA,EECBA,ECBBC,DEDBA,ECBBB,ABDDD,DEDBA,CECAC,ECCCA,DDBAD,ABDED,BDECA,BBBCE,ABDDE
266,ABCEE,EECAA,DEDBA,EDCBA,ECBAC,EDCCA,BABDE,BBBCE,BEDBA,DBACE,ABCDE,ABCDE,ABCDE,BEECA,ECBBC,ABCDE,EDCBA,EBBBB,ABCDE,CEDBA,ECBBA,DEDBA,ECBBB,EECAA,EDCBA,DACDB,EBABE,ABCDE,ABCDE,ABCDE,EDBAB,DECAA
267,EDBAB,EDCBA,ABCDE,ABBDE,EDBBA,AEDBB,DEDBA,BEECA,EDCAB,EDCBA,EDCBA,EBABD,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABDEC,EDCBA,ECBBB,ECBBB,ACDDD,ACDDD,BACEC,BBDEB,AACDE,ACEDA
268,EDCBA,AACDE,ACDDD,ABCDE,EDCBA,BCBBE,BBDEB,ABCDE,ECBBB,EEDBA,DCDDA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABDDE,DABDD,ABCDE,EBCCA,AACEE,ACDEC,EDCBA,EDCBA,EDBAC,ABCDE
269,ABDED,BEDBC,EDCBA,ABDED,EDCBA,AABDE,ACDDD,EBACE,DCAAE,CDDCA,CABED,EDCBA,EDCBA,ABCDE,DEDBA,EDCBA,ABCDE,ABCDE,EDCBA,EDCBA,ABDDE,EDBAA,EDBAB,DDDCA,CABDE,CDDDA,ABCDE,EDBAB,ABCDE,DAACE,ECBAC,EDBAA
270,ABCEE,EDCBA,CDBAE,DEDBA,EBBCB,EDCBA,ADDCD,AACED,ABBCE,AACEE,BBBCE,ACEEB,ECBBB,DEDBA,EDBAA,EDDBA,ABCDE,ABDEE,EDCBA,EDCBA,EDCBA,EDCBA,DDBAD,ACCBE,EECAB,EBBCC,ABCEE,ABCDE,ABDED,ACCCE,ACCCE,ECBBB
271,BACEE,EDCBA,EDCBA,EDCAA,EDBAB,EDCBA,ABCDE,ABDDE,ACDCE,AACDE,ABCDE,ABCEE,AABDE,BDEDA,EBBCC,ABCDE,EDCBA,EDCBA,ABDDE,EBBCB,EDCBA,EECBA,EECAA,EBBCC,EDCBA,CEDBA,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,EEDBA
272,EDCBA,EBCDB,CEDAB,EDBBA,EBBBC,ADECB,AACEE,ACCCE,ABCDE,ACDDE,ADCBE,DACEC,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABDED,EDCBA,EDCBA,EDDCA,DCDDA,ABDDD,ADCBD,ADDDC,AACDE,EDCBA,ABCDE,CDDDA,BEECA,CABCE,ABCDE
273,EDCBA,EDCBA,EDDCA,EEDBA,EDCBA,ACDDD,ABCEE,AACEE,AACEE,BCBBE,BBBCE,CACEB,EECBA,ECAAD,EDCBA,ECAAD,ACDDD,ACCCE,BDEDA,DECAB,EBCDA,ABDED,DECAB,EECBA,BDEDA,ABCDE,ACCCE,ECBBC,EBCDA,ACDDD,ABCDE,ABDED
274,DABDC,ADEDC,ABCDE,ECBAD,CABCE,EDBAC,ABCDE,ECAAD,EDCBA,ADEDA,EDCBA,CABDE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,ABCEE,ABCDE,BABDE,ABCDE,EDCBA,ABCDE,EBABE,CEDBA,DEDBA,DABCE,DEDBA,CCBBE
275,ABDEC,ABCEE,ABCDE,EDCBA,EDBAA,EDDBA,EDBAA,DCABE,ACDDE,CEDBA,EDBBA,DDDCA,ECBBB,EBBCB,EDCBA,ABCDE,ABCDE,EEDBA,EDCBA,ABCDE,ECCCA,EDCBA,EDCBA,EDCAA,EDCBA,EECBA,EDCBA,EDBAD,AABDE,ABDEE,ABCDE,DECAA
276,AACDE,CBCEB,ECCDA,EDCBA,EDBBA,DCDDA,ECCBA,EDCBA,AABDE,ABCDE,ABCDE,ABCDE,EDDBA,ABCDE,ABCDE,CDDCA,EDCBA,EDCBA,BBBCE,EDBAD,EDCBA,EDCBA,AACEE,BABDE,ACDDD,EDCAA,BCBBE,ABCDE,ABCDE,BABDE,EDDBA,EDCBA
277,EDCBA,ABDED,EDCBA,ABDED,EDCBA,ABCDE,EDCBA,DCABE,ABDEC,EDBAB,BABDE,EDCBA,ACEDC,ACEDB,EBACD,BDEDA,ABDEE,ECAAD,EDBBA,ABCDE,EDBBA,ABCDE,EDCBA,CABDE,DEDBA,BABDE,BDEDA,DABDE,ADEDA,CABDE,CEDBA,ABCDE
278,EDCBA,EDCBA,AACEE,BBBCE,ACDDE,ACCCE,ABDEB,ACDDD,DEDCA,CEDBA,EDCBA,EDCBA,EDCBA,EAACD,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACDDE,ACEEB,DDDCA,ECCBA,BDEDA,EDCBA,ECBBB,EDCAA,ABCDE,ABDDE
279,EDCBA,EDCBA,ACCDE,ABBDE,EDCBA,BABDE,ACDDE,EBBCC,EDCBA,EEDBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABDDE,DEDBA,BEECA,ABCDE,EDCBA,EBCDA,BACED,EECBA,BABDE,ABDDD
280,ABCDE,BABDE,ABCDE,BABCE,ABDEC,BABDE,CEDCA,EDCBA,EDCBA,EDBBA,ABCDE,ABCDE,ABCDE,ACDDD,EDBAC,ABCDE,EECBA,CABDE,ACEEB,EDCBA,EDCBA,EDCBA,EBABE,ABCDE,ABCDE,ABDDD,EDCBA,DABDC,BBDEB,DECAB,EECAA,EDCBA
281,EDBAC,CABDE,BBDEB,CEDBA,BEDBB,CBBBE,EBABE,DCDDA,EBBDB,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,AEDBC,ABDED,ECABE,AACDE,ABCDE,BEECA,EDCCA
282,ACDDE,BACEE,EDCBA,AACDE,DEDBA,EDCBA,EDCBA,BABDE,ABCDE,EDDBA,EDCBA,EDCBA,ABCDE,ECAAD,ACEEB,ABCDE,DEDBA,ECCBA,EDCBA,EDDBA,EDCBA,ABCDE,ABCDE,ABDEE,EDCBA,ECBAC,ABCDE,ABCDE,EDCBA,ABCDE,DEDBA,ACEEB
283,EDCBA,EDCBA,ABDED,EBCCA,EDBAC,ECBCA,ECAAD,CACEC,BCBBE,BACED,ABBCE,ABDDD,BACED,BCBBE,ECBBB,ACDDE,AADED,EDCBA,EDCBA,EEDBA,EDCBA,EDCBA,EDBAB,DACEB,DABDD,ADCBD,EABDB,CECAC,DCDDA,EDBAB,ABCDE,ABCDE
284,EECAA,EDCBA,ACDDE,DDBAD,EDCBA,CEDBA,ACEEB,DECAB,BABDE,AACDE,ABDDE,ADECB,EBCDB,EEDBA,EDCBA,EBBDB,AACDE,ABDDE,EDCBA,EDBBB,EDCBA,EDCBA,EECAA,ECBBA,ECBBB,ABCDE,BACEC,ACCCE,ADCBD,CCDDA,BEDBA,ABCDE
285,DABDD,ABDED,EDCBA,BABDE,ABCDE,EECAA,DCDDA,EDBAA,ABCDE,EDCBA,EDBAA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,AEDCB,ABDEC,BDEDA,AACDE,BCBBE,EEDBA,EDBAB,ABCDE,EECBA,EDBAC
286,ABCDE,ABCDE,EECBA,EDCBA,EDBBA,EDCBA,ECBBB,ACCCE,ABCDE,ABCDE,ABCDE,AABDE,EDBAA,EDCBA,EDCBA,BABDE,EDBAB,ABCDE,ABCDE,BABDE,EDCBA,EDCBA,EDCBA,EDBBA,ECBAC,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ECDCA,EDCBA
287,ECBAC,EDCBA,ABDEB,EDCBA,EBBBC,BCBBE,ABDED,ADDCC,AACED,BBBDE,ACDDC,ABCDE,ABCDE,ABCDE,ACDDD,EDCBA,ECBAC,AACEE,AACDE,ACCCE,DEDBA,EDCBA,DEDBA,CEDCA,EDCBA,DCDDA,DEBAC,BDBAE,CACEC,ABDEC,BABDE,BABDE
288,ECCBA,ECBBA,ECBAD,ABCEE,EECBA,AACEE,ABCDE,AACED,EDCBA,ECBBB,EDCBA,EDBAA,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EBABD,ABCDE,ABCDE,AABDE,BACEE,BABDE,DEDBA,EDBAC,DECAB,DCDDA,ABCEE,DEDBA
289,ADDDC,BACED,EDBAB,ABDED,EDCBA,EDCBA,ABCDE,BEECA,EDCBA,EDCBA,AABDE,ABCDE,EDCBA,BCBBE,ABDED,AACDE,EDBAB,ACDED,EDCBA,ABDDE,EDCBA,EDBBA,DDDCA,ABCDE,ABDEE,EDCBA,ABCDE,ABCDE,ABCDE,EDCBA,ABCEE,ECBBB
290,BABCE,CABDE,EDCAA,ACDDC,EDCAA,EDCBA,EDCBA,CBBCE,ABCDE,CEDCA,EDBAB,ABCDE,EECAA,EDCBA,EDCBA,ECBBA,ABCDE,EDCBA,ABDDE,EECAA,EDCBA,BBBCE,BABDE,AACEE,EDDBA,ABCDE,DEDBA,ABCDE,BDBBE,ACCCE,ECCCA,EDCBA
291,ACDDD,ACDDC,AACEE,EDCBA,ABCDE,EDCBA,EDCBA,DBACE,ABCEE,EDCBA,EDCBA,CEDCA,ABCDE,EBABD,ACEDB,ABCDE,ABCDE,ABDED,DCAAE,EDCBA,EDDBA,EDCBA,EDDBA,EBABD,ACCCE,ABCDE,CDDDA,DBACE,ABCDE,EDBAB,EECAA,ECBBB
292,ABDED,DDBAC,DEDAA,EDBAB,DEDBA,EDCBA,ABDEC,DDBAD,ABDDE,BBBCE,ABCDE,BABDE,ABDEC,CABDE,ABDDE,EDBBA,CBDEB,AACED,ACCDE,ACEEB,DBABE,EDDBA,ECBCB,DECAB,ECBBB,EBBBC,DEBAC,BABDE,ABCDE,ACEDC,CCDDA,CEDBA
293,ABCDE,EDCBA,EECBA,EECAA,DEDBA,ECCCA,DCDDA,BEDBA,DAACE,DABCE,AACDE,ABCDE,BEDBB,EDCBA,EAACD,ABCDE,ACDDC,EDCBA,ACDDD,ABDED,EDCBA,EDCBA,EDBAB,EDCBA,EDDCA,AACDE,AABDE,BACEE,ABCDE,ABDEB,CBBCE,EDBAC
294,EDCAA,EDBAB,ADCBE,DECAB,ECCCA,DCDDA,DCDDA,ECBBC,AACDE,ABCDE,ABCDE,ABCDE,BABDE,ECBBB,EDCBA,EDCBA,CBBCE,AACDE,ABBCE,EDDCA,CDDDA,DDDCA,EDCBA,DDDBA,DECAA,EABDC,BCBBE,ABCDE,ABDEE,EBBCB,ABBDE,ABDEC
295,EDCBA,EDCBA,ACEEB,ECBBC,ABDED,CACEC,BDBBE,ABCDE,ACDCE,BEECA,EDCBA,EDDBA,EDCBA,ABCDE,ABCDE,ABCDE,EECBA,EDCBA,EDCBA,CABDE,ABCDE,ABCDE,ACDDD,ACDED,DECAA,EDCBA,EECAB,EECAA,DCDDA,ACDCE,ABCEE,ABCDE
