,0,1,2,3,4,5,6,7
456,AACDEEFEEDB,FFEEDCCBAAA,AAABCDDEFFF,EFFEEDCCBAA,BBCCBBBDEFF,EEEEEEDDBAA,FFDBBAABCDE,AAABCDDEFFF
457,FFFECBABBBB,ABEEFDACEDD,AABBBCDEEFF,AABCCCDDEFF,FFEBBBBBCCD,EEFEEECBABA,FFEEDBBBBBA,EEDDCDDBADB
458,AABCCDDEEFF,AABCDEFFFDB,FFEDCAAABCD,AABCDEEEEEE,ABEFEBBBCDE,FFEEEDCCBAA,AAABCDEEEFF,FEECEDDDBBA
459,BBBBCECBCFF,BEFEDCDDAAC,FFFDDDBBBAA,AAABCDEEEFF,DEFFEDCBBAA,EEDCBAABDFF,ABDCDFFECCE,EEDEEFDCAAA
460,EDBAACFFDCE,EBCEDBAADFF,EDCBABBCEFF,FFDCEECAABC,FEBABCCBBDF,EFEFEDCBAAA,AACDEFDBCEF,EDBBCEFFDBA
461,FFDCCCBAACF,ADFFECBBDBA,BDFFFECCCAA,FFFDDBAABBC,DEFFFECBBAA,AABCCCDEEFF,FFECAACCBCD,FFEDBAABCDD
462,CDDCBAABEFF,FFECCCDCAAA,FFFEEDCBAAA,AABCCDEEEFF,FFFEDCBBBAA,DCCBAABDEFF,FFEDDDDCBAA,ABBCEFFFDCA
463,EDBABFDADFC,AACDCABEFFE,AACDDCBCEFF,FECDEFECAAA,EFEBAABCEEF,DCBAAACDFFF,FECBAABCDFF,EECBAACEFFD
464,FFECBBBBBBB,CEAEFECBBCD,AABCDEDDEFF,FFEEEDCCBAA,AAABCEFFEED,FECBBAABDEE,BBBBBDEFFEB,BBDFFFDBCBA
465,FEDDCBEFCAA,AABDEFEECCC,BCEFFEDCAAB,BAAABCDEFFF,FFEDCCBBAAC,AABCCBDEFFF,FFEBAACDCCD,FFFEDCCAAAB
466,AAABCDDEFFF,EECEDDEDBAA,FFFEDCCBAAA,AABCDDEEEFF,CEFFEDCBBAA,FFFEDCBAABC,AAABCEEDEFF,DDDEEEEFCAA
467,AAABCEEFEEE,FFFDCDCCBAA,CBCBAABDEFF,AABBCDDEFFF,FFDBABCBCCD,EFEEFCCAABC,FEEEEFBBAAB,BBABBCDEFFD
468,FFFEECBBAAA,ABABDEEEEDF,ABBBBBCEFFF,BDEEEDBABFB,ABBBBCDEFFF,FEEEEECBAAA,FFEECBBABBB,ABBBBCCEFFF
469,FFFFECBBBAA,DABEFEDDECB,AABBCCDEFFF,BDEFEFEBAAC,EFFDCAAACDE,FFEEDCCBBAA,FEEBBCBACDF,AAABBCDEEFF
470,AACEEFEEDCB,FFEEDCBBAAA,AAABCDEEFFF,FFFEEDCBBAA,BBBCABCDEFF,EEEEEEDCBAA,FEBBAABBDEF,AAABCDDEFFF
471,AABBEECBDEF,CFFCBCECABE,FFEECBDDBAA,AAABCDEEEFF,EEFFEDCBAAA,DCBAAACEFFE,ABBCEFDBBDF,EEEFFECCAAA
472,FFFEDCBBBAA,AABCCDEEEFF,DEEEEFECBAA,FFDCBAABCDE,EFFFEDCBAAA,AABCDDEEEEE,DDEEEEEDBAA,FFEEDCBCAAA
473,ACCCBAEFFEB,ABDFFFEDCAA,AACEFFEDCDD,DEFFFECBAAA,AAABCEEFFEE,FFFEDCBBBBA,BAAACDDEFFF,CAABDEFFFCA
474,ABCFEFFDABD,ECBAABDFFEE,EEDBAABDFFF,FECAABDFFCA,BBAABCDFFFF,FEDDEEDCBAA,CCDDFFFCAAC,EFECAACEFEC
475,ABCCCCCEEFF,FFEEEDCBAAA,BABBBCCEEFF,AABBCCDEEFF,FECBBBBCCDD,EEEEDDECBAA,FFEDBABBBBC,ACBAADFFFEC
476,FFFEDBABBBA,DBABDFFCBCE,ABBBBCCDFFF,AABBBCDEFFF,FEBAAACCDEF,EEDEEEEECAA,FFDDDBBCABA,ECDABCDBEEC
477,BEEFFECAABA,FFBABCBBDED,ABEECCFFECB,DDEFDCAAADF,CDEFFECCBAA,FFFEDBAAABB,AABCDDDDFFF,AABCCCDDEFF
478,FFFEDCCBAAA,FEEDCBAACFE,AABBCCDEFFF,FFFEEDCBBAA,DCBBBBBBCFF,FEDEEDCDCAA,FFECBCBABBC,AAABCDCEEFF
479,AACEEEFEDCB,FFEEDCBBAAA,AAABCCDEFFF,EFFEEDCCBAA,BBCCAABDEFF,EEEEEEDCBAA,FFDBBAABCDE,AAABCDDEFFF
480,FFFDBBBCBBA,AAACDDDEFEF,AAABCDEEFFF,FFEEEDCCBAA,BBBBBBCFFFE,FEEEEDDCBAA,AAABCDEEEFF,CABEEDDAEEB
481,FFFECABBCBB,BCEEFFDBBAA,BBBBBBCDFFF,ABCBBCEFFEC,FEBBAABCEFF,EEEEEDECBAA,FFECEDCBBAA,CDCEFFEBBAA
482,FFECBABCCBC,CCFEBAABFEC,FEEDDEDDBAA,BAAABCDEFFF,FFFEDCCBAAA,AABCDDEEEFF,FFECCBBBBBC,BCBADFEFECA
483,FFEDCBABBCC,FEDFEDBBAAA,AABCDEEEEEE,FFEECBAABCD,AACEFFEDCBA,FECBBAABDEF,AABBCDFFFDD,CDEDCEEEDAA
484,BABBBBDEFFF,AABBCEEEFFE,FFEEDBBAABC,AABCCDEEEFF,FFFEDCBBBAA,FFFEDCAAABC,AABCDDEEEEE,FFEECCCBBAA
485,FFEBABBBCDE,ABBCCDDEFFE,FFEEEDBBBAA,FFDBAABBCDE,ABCFFFEDCBA,CCBAABCDFFF,ABEDDEFFDAA,FFFEDDCBAAA
486,DDEEEDCEDAA,CEFECAABEEE,AADFFEDDCCC,FFDCCDDCBAA,AAABCEFFEEE,ECCEEEFEBAA,CDDEEDEFDAA,AABCDEECDEF
487,BBAABFEEFEB,FFEEDDCBAAA,FECBAACDEEF,ABBBCBBDEFF,FFFEDCBBAAA,AABCCDDEEFF,FFDCCDDBBBA,BBBBABDEDFF
488,AADEEEEEDCC,FFCCBBBBCCC,DDDEFEEDBAA,EDEFEEDCBAA,AAACEFFEEDD,EEEEEEDCAAA,FFECBAAAEEE,BABBBDCDEFF
489,DEFFEDBBBAA,FFDDCCBABBB,AAABCDEEFEF,EEEEEEDCAAA,AACFFEDDCCD,FFEEEDCBAAA,FFDCAAACDED,ABBBBCDEFFF
490,FFFDCBBBCAA,CFFFEBAABCD,AAABCDDEEFF,DEFFEDCCBAA,DBBCEFFDCBA,FFFEDDDBAAA,BBACCDEDFEE,ABCBEEFBECE
491,AACCDCDFFED,BDBBACCEEFF,FFFECAABBBB,FFEEDDCBAAB,AACEFFEDCBA,FFFEDCCBBAA,AABCCDDEFFF,AABBCCDEEFF
492,FFFEDCCBBAA,EABBCECBBEF,AABBCDEEEFF,EEEEDDDDBAA,ECBBAACFFDC,BEEFEEECBAA,FDCCBBBACEF,AAACCEEFEEE
493,AABBEEDCCEF,BBEFEDEECAA,EFFEDDBBBAA,CAAABCDEEFF,AAABCEFFEEE,FFEEEDCBAAA,AABDBDEEFFD,DEEEFFDDBAA
494,EFFEECCBBAA,FFFEDDCBAAA,AAABCDDEEFF,DEDEEEFDAAA,BBAABCDEFFF,BBBDDEFFEAA,FFEEDDCBAAA,BBAABCCDFFF
495,FEDAAABCFDD,AABCBDFEEEE,AABBBCEEFFF,ABDABCDFEFE,FFEEEBBCCAA,FEEEEDCBAAA,ABACDBBEFEE,DEEEFFBCAAB
496,ABDDBBCFEEF,FFEEEDCBAAA,FFEEDBAAABD,AABCDDEEEFF,FFFDCBBBBBA,DDDCBAABDFF,AABCEFFEDDD,BBCDDEFFEDA
497,ACDCABFFEDB,FFEDCCCBBAB,CCBCBAACFFF,AABCDEEFFDC,ABDFECBACFF,FFFEDDCBAAA,FFDDCCDCBBA,AAABCCDEEFF
498,BCCCDFFEDBA,ABDFFFEDCBA,AAACDEFFEED,AABBBDDEFFF,FFEDCBBBBBB,AABBDEFFECA,CCDEFFFDAAA,BCEFFFCAACD
499,CDEFFEDDBAA,CBABBBCDEFF,FFFEDBBAABC,AABCDEEEEEE,EFFFDBBBBBB,FFFEECBAAAB,AABCDEEEEED,FECABAABDFF
